id,carat,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,price
LD13751175,0.23,Round,VVS1,D,None,Ideal,59.7,Faint,1.0,Excellent,Excellent,59.0,$573
LD13842837,0.3,Round,VS1,D,None,Very Good,62.2,None,1.01,Excellent,Very Good,57.0,$573
LD13843388,0.3,Round,VS2,D,None,Ideal,63.0,None,1.01,Excellent,Very Good,57.0,$573
LD13879360,0.3,Round,VVS2,D,None,Ideal,60.4,Very Strong,1.01,Excellent,Excellent,60.0,$573
LD13883323,0.3,Round,VS2,D,None,Ideal,62.7,None,1.01,Excellent,Very Good,56.0,$573
LD13883386,0.3,Round,VS2,D,None,Ideal,62.8,None,1.01,Excellent,Very Good,58.0,$573
LD13883389,0.3,Round,VS2,D,None,Ideal,62.8,None,1.01,Excellent,Very Good,59.0,$573
LD13894244,0.3,Round,VS2,D,None,Ideal,62.5,None,1.01,Excellent,Very Good,58.0,$573
LD13894247,0.3,Round,VS2,D,None,Ideal,61.4,None,1.01,Excellent,Very Good,60.0,$573
LD13894248,0.3,Round,VS2,D,None,Ideal,63.1,None,1.01,Excellent,Very Good,57.0,$573
LD13894249,0.3,Round,VS2,D,None,Ideal,62.4,None,1.01,Excellent,Very Good,57.0,$573
LD13963177,0.3,Round,VVS2,D,None,Very Good,60.2,None,1.01,Very Good,Very Good,61.0,$573
LD07146095,0.36,Round,SI2,D,None,Good,63.7,Faint,1.01,Excellent,Very Good,59.0,$574
LD09689495,0.3,Round,SI2,D,None,Very Good,63.9,None,1.0,Excellent,Very Good,57.0,$574
LD12981006,0.28,Round,VVS2,D,None,Ideal,61.2,None,1.01,Excellent,Excellent,58.0,$574
LD13733035,0.24,Round,VVS1,D,None,Ideal,60.8,None,1.01,Excellent,Very Good,58.0,$574
LD13894112,0.31,Round,VS1,D,None,Ideal,62.8,None,1.01,Excellent,Very Good,56.0,$574
LD13903487,0.3,Round,VVS1,D,None,Ideal,62.6,Very Strong,1.0,Excellent,Excellent,56.0,$574
LD13918429,0.33,Round,VS2,D,None,Ideal,61.9,Medium,1.01,Excellent,Excellent,59.0,$574
LD13940860,0.3,Round,VVS2,D,None,Very Good,64.1,Medium,1.01,Excellent,Very Good,61.0,$574
LD13951708,0.3,Round,VVS2,D,None,Very Good,63.4,Faint,1.0,Excellent,Very Good,60.0,$574
LD13954569,0.3,Round,VS1,D,None,Ideal,59.8,Strong,1.01,Very Good,Excellent,60.0,$574
LD13964333,0.31,Round,VS1,D,None,Ideal,60.4,Faint,1.0,Excellent,Excellent,61.0,$574
LD00082922,0.33,Round,SI2,D,None,Ideal,60.0,None,1.01,Excellent,Very Good,57.0,$575
LD10348572,0.31,Round,SI1,D,Very Small,Very Good,62.4,None,1.01,Very Good,Very Good,59.0,$575
LD13033927,0.27,Round,VS2,D,None,Ideal,62.6,Faint,1.0,Excellent,Excellent,58.0,$575
LD13587346,0.3,Round,VS2,D,None,Ideal,63.2,Faint,1.01,Excellent,Very Good,56.0,$575
LD13667946,0.3,Round,SI1,D,None,Ideal,59.6,None,1.0,Excellent,Excellent,57.0,$575
LD13714251,0.3,Round,VS1,D,None,Ideal,61.5,Medium,1.01,Very Good,Very Good,61.0,$575
LD13739995,0.3,Round,VS1,D,None,Good,60.5,Medium,1.0,Excellent,Very Good,61.0,$575
LD13842874,0.3,Round,VS1,D,None,Very Good,63.7,None,1.01,Excellent,Very Good,61.0,$575
LD13842875,0.3,Round,VS1,D,None,Very Good,63.6,None,1.01,Excellent,Very Good,58.0,$575
LD13842876,0.3,Round,VS1,D,None,Very Good,61.6,None,1.01,Excellent,Very Good,62.0,$575
LD13880901,0.3,Round,VS1,D,None,Ideal,61.4,None,1.01,Excellent,Very Good,62.0,$575
LD13890193,0.25,Round,VVS2,D,None,Ideal,61.4,None,1.01,Very Good,Excellent,57.0,$575
LD13892950,0.3,Round,VS1,D,None,Ideal,61.3,None,1.0,Excellent,Very Good,59.0,$575
LD13892951,0.3,Round,VS1,D,None,Ideal,60.7,None,1.01,Excellent,Very Good,57.0,$575
LD13892952,0.3,Round,VS1,D,None,Ideal,62.4,None,1.01,Excellent,Very Good,58.0,$575
LD13892953,0.3,Round,VS1,D,None,Ideal,62.9,None,1.01,Excellent,Very Good,58.0,$575
LD13894022,0.3,Round,VVS2,D,None,Ideal,62.3,None,1.01,Very Good,Very Good,58.0,$575
LD13943443,0.3,Round,SI1,D,None,Ideal,62.9,None,1.01,Excellent,Excellent,55.0,$575
LD13949470,0.3,Round,SI1,D,None,Ideal,62.6,None,1.01,Excellent,Excellent,57.0,$575
LD13950900,0.26,Round,VVS1,D,None,Ideal,61.4,Very Strong,1.01,Excellent,Excellent,60.0,$575
LD13951710,0.3,Round,VVS2,D,None,Very Good,59.0,None,1.0,Very Good,Excellent,61.0,$575
LD13970804,0.3,Round,VVS2,D,None,Very Good,62.2,None,1.0,Excellent,Excellent,61.0,$575
LD13974692,0.25,Round,VVS2,D,None,Ideal,60.7,Medium,1.01,Excellent,Excellent,60.0,$575
LD09945792,0.3,Round,SI1,D,None,Good,61.7,Medium,1.0,Very Good,Very Good,58.0,$576
LD12814982,0.25,Round,VVS2,D,None,Ideal,62.7,None,1.01,Excellent,Excellent,59.0,$576
LD12991118,0.25,Round,VVS2,D,None,Ideal,62.0,None,1.0,Excellent,Excellent,57.0,$576
LD07100641,18.91,Round,VVS2,D,None,Ideal,60.5,None,1.01,Excellent,Excellent,60.0,"$2,561,004"
LD13738704,17.55,Round,FL,E,None,Ideal,61.8,None,1.0,Excellent,Excellent,56.0,"$1,668,300"
LD13850263,12.55,Round,VVS1,D,None,Ideal,61.6,None,1.0,Excellent,Excellent,57.0,"$1,125,798"
LD04815754,10.03,Round,IF,F,None,Very Good,59.2,None,1.0,Excellent,Very Good,58.0,"$1,037,102"
LD07914684,8.58,Round,FL,D,None,Ideal,59.9,None,1.01,Excellent,Excellent,60.0,"$1,020,900"
LD09832428,10.51,Round,VVS2,D,None,Ideal,60.4,None,1.01,Excellent,Excellent,60.0,"$942,848"
LD13109796,20.98,Round,VS2,I,None,Ideal,61.2,None,1.0,Excellent,Excellent,59.0,"$833,487"
LD12764616,10.65,Round,VS1,E,None,Ideal,61.3,None,1.01,Excellent,Excellent,58.0,"$824,461"
LD13324323,8.0,Round,FL,D,None,Ideal,60.8,None,1.01,Excellent,Excellent,57.0,"$752,000"
LD11193308,10.12,Round,VS1,F,None,Ideal,62.0,None,1.01,Excellent,Excellent,57.0,"$730,972"
LD05463804,7.2,Round,FL,D,None,Ideal,61.9,None,1.01,Excellent,Excellent,56.0,"$728,050"
LD10689864,10.22,Round,VS1,F,None,Ideal,61.3,Faint,1.0,Excellent,Excellent,58.0,"$669,614"
LD13350995,7.13,Round,FL,D,None,Ideal,61.4,None,1.0,Excellent,Excellent,56.0,"$628,331"
LD12214125,10.14,Round,VS1,G,None,Ideal,61.8,None,1.0,Excellent,Excellent,59.0,"$599,906"
LD12943608,10.13,Round,VVS2,F,None,Ideal,62.0,Faint,1.01,Excellent,Excellent,60.0,"$592,587"
LD10964274,10.96,Round,VVS2,H,None,Ideal,60.1,None,1.0,Excellent,Excellent,58.0,"$584,698"
LD13976238,7.63,Round,FL,D,None,Ideal,60.0,None,1.01,Excellent,Excellent,59.0,"$577,451"
LD09560127,13.17,Round,VS2,H,Very Small,Ideal,57.9,None,1.0,Excellent,Excellent,60.0,"$557,602"
LD13738702,7.45,Round,VVS1,D,None,Ideal,61.2,None,1.0,Excellent,Excellent,57.0,"$548,036"
LD12214040,7.41,Round,VS1,D,None,Ideal,61.8,None,1.0,Excellent,Excellent,58.0,"$495,514"
LD10964052,7.55,Round,VVS1,F,None,Ideal,60.1,None,1.0,Excellent,Excellent,60.0,"$490,451"
LD12400529,5.16,Round,FL,D,None,Ideal,60.8,None,1.01,Excellent,Excellent,58.0,"$468,185"
LD12985853,10.03,Round,VVS2,H,None,Ideal,62.6,None,1.01,Excellent,Excellent,54.0,"$466,671"
LD13287136,6.29,Round,IF,D,None,Ideal,62.0,None,1.0,Excellent,Excellent,58.0,"$464,513"
LD09424413,7.01,Round,VVS2,F,None,Ideal,61.2,None,1.0,Excellent,Excellent,60.0,"$415,968"
LD13543502,8.03,Round,VS1,F,None,Ideal,61.2,None,1.01,Excellent,Excellent,59.0,"$413,863"
LD12946695,10.03,Round,VS2,H,None,Ideal,61.7,None,1.01,Excellent,Excellent,59.0,"$408,847"
LD06387451,7.31,Round,VS2,F,None,Ideal,60.2,None,1.01,Excellent,Excellent,60.0,"$390,776"
LD13705309,11.56,Round,SI1,F,None,Ideal,61.0,Faint,1.01,Excellent,Excellent,59.0,"$389,526"
LD11462828,7.54,Round,VVS2,G,None,Ideal,61.2,None,1.0,Excellent,Excellent,56.0,"$370,921"
LD12475618,5.16,Round,FL,D,None,Ideal,60.0,None,1.0,Excellent,Excellent,57.0,"$369,843"
LD10297903,11.74,Round,VS1,J,Very Small,Ideal,60.3,None,1.01,Excellent,Excellent,59.0,"$369,299"
LD13262156,10.23,Round,VS1,I,None,Ideal,57.9,None,1.0,Excellent,Excellent,62.0,"$359,623"
LD13151377,10.03,Round,VS1,D,None,Ideal,62.8,Very Strong,1.01,Excellent,Excellent,57.0,"$356,542"
LD10295618,8.05,Round,VS2,G,None,Ideal,59.4,None,1.0,Excellent,Excellent,59.0,"$350,408"
LD11844888,7.52,Round,VS1,F,None,Ideal,62.5,None,1.01,Excellent,Excellent,57.0,"$346,227"
LD10297907,11.72,Round,VS2,J,None,Ideal,61.0,None,1.0,Excellent,Excellent,59.0,"$344,058"
LD13126106,10.08,Round,VS2,H,None,Ideal,62.2,None,1.01,Excellent,Excellent,60.0,"$338,916"
LD13802625,5.02,Round,IF,D,None,Ideal,59.1,None,1.0,Excellent,Excellent,60.0,"$334,445"
LD08562212,7.7,Round,VS2,H,None,Ideal,61.2,None,1.01,Excellent,Excellent,57.0,"$329,525"
LD07189095,5.48,Round,VVS1,F,None,Ideal,62.4,None,1.0,Excellent,Excellent,56.0,"$324,353"
LD11870711,7.51,Round,VVS2,G,None,Ideal,59.0,None,1.0,Excellent,Excellent,60.0,"$324,072"
LD10777526,4.94,Round,IF,D,None,Ideal,62.4,None,1.0,Excellent,Excellent,57.0,"$316,857"
LD02332968,5.1,Round,VS1,E,None,Ideal,61.5,None,1.0,Excellent,Excellent,58.0,"$314,986"
LD09840495,5.2,Round,VS1,D,None,Ideal,59.8,None,1.01,Excellent,Excellent,60.0,"$314,865"
LD11802321,7.03,Round,VS2,F,None,Ideal,62.8,None,1.0,Excellent,Excellent,56.0,"$309,580"
LD11439680,7.32,Round,VS1,F,None,Ideal,59.9,None,1.0,Excellent,Excellent,59.0,"$305,635"
LD13610841,10.02,Round,VVS2,I,None,Ideal,60.3,Medium,1.01,Excellent,Excellent,61.0,"$303,442"
LD13513212,5.02,Round,IF,E,None,Ideal,59.7,None,1.0,Excellent,Excellent,60.0,"$299,879"
LD12393480,12.88,Round,VS2,J,None,Ideal,60.2,Medium,1.0,Excellent,Excellent,60.0,"$298,755"
LD10395117,6.02,Round,VS1,D,None,Ideal,61.8,Faint,1.01,Excellent,Excellent,59.0,"$293,005"
LD13253147,9.15,Round,VS2,G,None,Ideal,59.4,Medium,1.0,Excellent,Excellent,60.0,"$290,531"
LD06967767,5.51,Round,VVS2,F,None,Ideal,61.4,None,1.0,Excellent,Excellent,56.0,"$289,760"
LD13378065,5.56,Round,VVS2,D,None,Ideal,59.9,None,1.0,Excellent,Excellent,60.0,"$289,553"
LD01851848,6.0,Round,VVS1,H,Small,Very Good,56.6,Faint,1.01,Very Good,Very Good,61.0,"$287,539"
LD13941280,8.01,Round,VS2,G,None,Ideal,61.7,None,1.01,Excellent,Excellent,59.0,"$284,880"
LD10743567,10.02,Round,VS2,J,None,Ideal,61.1,None,1.01,Excellent,Excellent,60.0,"$282,596"
LD13099103,7.03,Round,VVS2,G,None,Ideal,60.0,None,1.01,Excellent,Excellent,60.0,"$279,302"
LD10459918,5.73,Round,VS1,F,None,Ideal,62.3,None,1.01,Excellent,Excellent,57.0,"$278,644"
LD12413041,5.29,Round,VS1,E,None,Ideal,61.6,None,1.01,Excellent,Excellent,56.0,"$276,750"
LD07189094,5.36,Round,VVS2,F,None,Ideal,62.4,None,1.0,Excellent,Excellent,57.0,"$276,444"
LD11048943,7.37,Round,SI2,G,Small,Very Good,63.6,Faint,1.01,Very Good,Very Good,55.0,"$275,104"
LD09174937,6.0,Round,VS2,E,None,Ideal,62.4,Faint,1.01,Excellent,Excellent,57.0,"$273,780"
LD13705310,7.04,Round,VS2,F,None,Ideal,62.2,None,1.01,Excellent,Excellent,59.0,"$273,113"
LD13391369,11.69,Round,VS2,J,None,Ideal,62.6,None,1.0,Excellent,Excellent,56.0,"$261,686"
LD13395009,6.51,Round,VVS2,G,None,Very Good,59.2,None,1.01,Very Good,Very Good,64.0,"$256,754"
LD12999704,12.1,Round,SI2,J,None,Ideal,60.6,None,1.0,Excellent,Excellent,61.0,"$254,583"
LD13322940,4.71,Round,FL,D,None,Ideal,62.7,None,1.01,Excellent,Excellent,58.0,"$248,885"
LD13513211,5.22,Round,VS1,D,None,Ideal,59.9,Medium,1.0,Excellent,Excellent,59.0,"$243,685"
LD10826186,10.03,Round,SI2,I,None,Ideal,60.2,None,1.0,Excellent,Excellent,62.0,"$243,047"
LD02387192,5.71,Round,VS1,G,None,Ideal,59.3,Faint,1.0,Excellent,Excellent,60.0,"$242,980"
LD13463705,5.01,Round,VVS2,E,None,Ideal,61.0,None,1.01,Excellent,Excellent,59.0,"$242,687"
LD04643105,5.01,Round,VS2,E,None,Very Good,60.5,None,1.01,Very Good,Very Good,59.0,"$240,367"
LD13513210,5.24,Round,VVS2,F,None,Ideal,62.5,Faint,1.0,Excellent,Excellent,58.0,"$239,346"
LD12969558,7.06,Round,SI1,E,None,Ideal,62.3,None,1.01,Excellent,Excellent,57.0,"$238,357"
LD11872629,6.45,Round,VVS2,G,None,Ideal,62.0,Faint,1.01,Excellent,Excellent,58.0,"$234,106"
LD10165085,5.01,Round,IF,D,None,Ideal,62.8,Strong,1.01,Excellent,Excellent,58.0,"$232,820"
LD13942783,10.02,Round,VS1,J,None,Ideal,62.9,Faint,1.01,Excellent,Excellent,57.0,"$229,767"
LD12984742,10.21,Round,VS2,K,None,Ideal,59.8,None,1.0,Excellent,Excellent,59.0,"$226,205"
LD13375923,5.83,Round,VVS2,G,None,Ideal,61.6,None,1.01,Excellent,Excellent,57.0,"$226,190"
LD13205350,4.11,Round,IF,D,None,Ideal,61.5,None,1.0,Excellent,Excellent,57.0,"$225,786"
LD13513209,5.83,Round,IF,E,None,Ideal,61.1,Strong,1.0,Excellent,Excellent,59.0,"$224,688"
LD10469566,4.82,Round,VVS2,D,None,Ideal,60.1,None,1.01,Excellent,Excellent,58.0,"$224,319"
LD13955966,5.21,Round,VS1,E,None,Ideal,61.4,None,1.01,Excellent,Excellent,59.0,"$221,785"
LD10657302,7.05,Round,VS2,G,None,Ideal,61.9,Faint,1.01,Excellent,Excellent,59.0,"$220,608"
LD11918470,4.03,Round,FL,D,None,Ideal,61.2,None,1.0,Excellent,Excellent,59.0,"$214,175"
LD10965889,5.49,Round,VS2,G,None,Ideal,61.6,None,1.01,Excellent,Excellent,57.0,"$213,819"
LD13127049,5.03,Round,VVS1,E,None,Ideal,60.2,Faint,1.0,Excellent,Excellent,58.0,"$213,393"
LD12190717,5.72,Round,VVS1,G,Very Small,Ideal,62.3,Faint,1.0,Excellent,Excellent,52.0,"$213,031"
LD10735164,5.01,Round,VS1,E,None,Ideal,60.8,None,1.0,Excellent,Excellent,56.0,"$211,695"
LD09894197,6.45,Round,SI1,E,None,Ideal,60.0,None,1.01,Excellent,Excellent,60.0,"$210,451"
LD05013652,6.09,Round,VVS2,F,None,Ideal,62.1,Medium Blue,1.0,Excellent,Excellent,58.0,"$209,341"
LD13637112,6.03,Round,VS1,G,None,Ideal,62.8,None,1.01,Excellent,Excellent,56.0,"$209,145"
LD13918344,5.01,Round,VS1,E,None,Ideal,62.8,None,1.01,Excellent,Excellent,56.0,"$208,280"
LD13435891,5.59,Round,VVS2,F,Very Small,Ideal,60.8,Faint,1.01,Excellent,Excellent,60.0,"$206,934"
LD03102811,4.16,Round,VVS2,E,None,Ideal,59.9,None,1.01,Excellent,Excellent,58.0,"$206,538"
LD12571436,7.01,Round,VVS1,H,None,Ideal,59.9,Faint,1.0,Excellent,Excellent,60.0,"$206,314"
LD09838731,6.78,Round,SI1,F,None,Ideal,58.9,Faint,1.01,Excellent,Excellent,60.0,"$206,070"
LD11764444,6.07,Round,VVS2,G,None,Ideal,61.6,None,1.01,Excellent,Excellent,58.0,"$205,955"
LD11755774,6.05,Round,VS2,F,None,Ideal,60.7,Faint,1.0,Excellent,Excellent,59.0,"$202,162"
LD00076916,3.87,Round,IF,E,None,Ideal,61.7,None,1.0,Excellent,Excellent,56.0,"$200,045"
LD11630785,5.26,Round,VS1,F,None,Ideal,62.3,Faint,1.0,Excellent,Excellent,57.0,"$199,198"
LD11881985,5.18,Round,VS2,F,None,Ideal,61.2,None,1.0,Excellent,Excellent,57.0,"$198,946"
LD10459925,4.01,Round,VVS2,D,None,Ideal,61.7,None,1.0,Excellent,Excellent,57.0,"$198,108"
LD13626791,5.16,Round,VS1,G,None,Ideal,61.5,None,1.01,Excellent,Excellent,57.0,"$197,923"
LD13729963,5.08,Round,VS1,F,None,Ideal,62.2,None,1.01,Excellent,Excellent,57.0,"$195,537"
LD09337173,3.81,Round,VVS1,D,None,Ideal,62.2,None,1.0,Excellent,Excellent,56.0,"$194,424"
LD13193222,10.21,Round,VS1,K,None,Ideal,60.4,None,1.0,Excellent,Excellent,59.0,"$194,360"
LD13164779,10.67,Round,SI2,J,None,Ideal,60.0,None,1.0,Excellent,Excellent,60.0,"$193,917"
LD10174837,5.02,Round,VS1,G,None,Ideal,60.5,None,1.0,Excellent,Excellent,57.0,"$192,552"
LD09424556,5.02,Round,VS1,F,None,Ideal,59.4,Faint,1.0,Excellent,Excellent,60.0,"$190,767"
LD13509327,5.03,Round,VVS1,G,None,Ideal,61.5,None,1.0,Excellent,Excellent,55.0,"$190,155"
LD13369979,5.14,Round,VS1,F,None,Ideal,60.0,Faint,1.01,Excellent,Excellent,60.0,"$189,468"
LD08179412,3.82,Round,VVS1,E,None,Very Good,61.5,None,1.01,Excellent,Excellent,55.0,"$189,434"
LD05840496,7.2,Round,SI1,H,Very Small,Very Good,57.2,None,1.01,Very Good,Very Good,61.0,"$189,328"
LD13236972,5.01,Round,VS1,F,None,Ideal,60.1,None,1.01,Excellent,Excellent,59.0,"$188,174"
LD10974128,5.69,Round,VS1,H,None,Ideal,61.5,None,1.0,Excellent,Excellent,56.0,"$186,263"
LD13126105,4.87,Round,VVS2,E,None,Ideal,62.3,None,1.01,Excellent,Excellent,58.0,"$185,328"
LD09675029,4.71,Round,VVS1,D,None,Ideal,61.7,Medium,1.01,Excellent,Excellent,60.0,"$185,021"
LD11985934,5.01,Round,VS2,D,None,Very Good,63.5,None,1.0,Excellent,Very Good,59.0,"$184,584"
LD10504234,5.13,Round,VS1,G,None,Ideal,60.8,None,1.01,Excellent,Excellent,58.0,"$183,404"
LD13456972,5.33,Round,VS1,G,None,Ideal,60.8,None,1.0,Excellent,Excellent,60.0,"$182,022"
LD13334455,9.39,Round,SI1,J,None,Ideal,61.5,None,1.0,Excellent,Excellent,60.0,"$179,965"
LD06457827,4.22,Round,VVS1,F,None,Ideal,59.1,None,1.0,Excellent,Excellent,59.0,"$179,935"
LD12891107,5.03,Round,VS1,F,None,Ideal,61.0,None,1.0,Excellent,Excellent,58.0,"$177,203"
LD13583392,5.02,Round,VS2,E,None,Ideal,60.6,None,1.0,Excellent,Excellent,59.0,"$175,858"
LD13498542,7.02,Round,VVS2,I,None,Ideal,61.8,None,1.01,Excellent,Excellent,58.0,"$175,445"
LD12611057,10.25,Round,SI1,K,None,Ideal,62.2,Faint,1.0,Excellent,Excellent,58.0,"$174,893"
LD13619471,5.31,Round,VS1,D,None,Ideal,62.1,Strong,1.01,Excellent,Excellent,60.0,"$173,212"
LD00121756,3.76,Round,VS1,E,None,Ideal,61.6,None,1.01,Excellent,Excellent,54.0,"$172,984"
LD11022590,4.36,Round,VS1,D,None,Ideal,60.2,None,1.01,Excellent,Excellent,60.0,"$172,351"
LD13956041,5.01,Round,VVS2,G,None,Ideal,61.9,None,1.01,Excellent,Excellent,60.0,"$171,442"
LD03866748,3.8,Round,VVS1,E,None,Ideal,59.7,None,1.0,Excellent,Excellent,58.0,"$170,590"
LD13375624,5.37,Round,VVS2,G,None,Ideal,61.9,None,1.01,Excellent,Excellent,58.0,"$169,746"
LD01407598,3.05,Round,IF,D,None,Ideal,61.4,Faint,1.0,Excellent,Excellent,55.0,"$168,840"
LD12127621,5.12,Round,VS2,G,None,Ideal,60.0,None,1.0,Excellent,Excellent,59.0,"$167,221"
LD04570056,3.05,Round,IF,D,None,Ideal,61.5,None,1.0,Excellent,Excellent,58.0,"$167,145"
LD13027294,5.26,Round,VVS2,G,None,Ideal,62.3,None,1.01,Excellent,Excellent,57.0,"$166,269"
LD01204908,4.02,Round,VS1,D,None,Very Good,63.1,None,1.0,Excellent,Excellent,57.0,"$166,026"
LD11860282,8.43,Round,SI2,G,None,Ideal,60.2,None,1.0,Excellent,Excellent,59.0,"$164,992"
LD10168909,4.3,Round,VVS2,E,None,Ideal,59.0,None,1.01,Excellent,Excellent,58.0,"$164,905"
LD13260627,7.06,Round,VS2,I,None,Ideal,61.5,None,1.0,Excellent,Excellent,56.0,"$163,792"
LD10316882,3.51,Round,VVS1,D,None,Ideal,60.7,None,1.01,Excellent,Excellent,59.0,"$163,636"
LD05942247,7.11,Round,VS1,J,None,Ideal,61.4,None,1.0,Excellent,Excellent,59.0,"$163,596"
LD13174928,5.02,Round,VS1,G,None,Ideal,60.3,None,1.01,Excellent,Excellent,59.0,"$163,399"
LD07455226,5.7,Round,VS1,G,None,Ideal,62.1,Medium,1.0,Excellent,Excellent,59.0,"$161,895"
LD13429839,5.45,Round,VVS2,H,None,Ideal,62.7,None,1.01,Excellent,Excellent,58.0,"$161,843"
LD13251051,8.16,Round,VS2,J,None,Ideal,62.5,Faint,1.01,Excellent,Excellent,57.0,"$160,106"
LD12723467,5.05,Round,VS2,F,None,Ideal,59.9,Faint,1.01,Excellent,Excellent,59.0,"$159,530"
LD13501959,4.01,Round,FL,D,None,Ideal,60.1,Medium,1.01,Excellent,Excellent,62.0,"$159,093"
LD13345835,7.02,Round,VS1,I,None,Ideal,59.8,Faint,1.01,Excellent,Excellent,62.0,"$158,904"
LD13811398,6.13,Round,VS2,H,None,Ideal,61.7,None,1.0,Excellent,Excellent,57.0,"$158,712"
LD13601157,4.61,Round,VVS2,F,None,Ideal,62.1,None,1.01,Excellent,Excellent,57.0,"$157,644"
LD13867402,8.01,Round,VS2,K,None,Ideal,62.0,Faint,1.01,Excellent,Excellent,60.0,"$157,156"
LD13865823,4.26,Round,VVS1,E,None,Ideal,62.3,None,1.0,Excellent,Excellent,57.0,"$156,694"
LD13232852,5.01,Round,VS2,F,None,Very Good,62.0,None,1.01,Excellent,Very Good,59.0,"$156,013"
LD13956142,5.03,Round,VS2,G,None,Ideal,61.2,None,1.0,Excellent,Excellent,59.0,"$154,418"
LD09823136,4.02,Round,VVS2,E,None,Ideal,62.6,None,1.0,Excellent,Excellent,57.0,"$154,166"
LD13933231,7.01,Round,VS2,H,None,Ideal,60.4,Medium,1.0,Excellent,Excellent,60.0,"$153,941"
LD13205328,5.36,Round,VVS2,H,None,Ideal,59.9,None,1.0,Excellent,Excellent,59.0,"$153,699"
LD13969655,3.53,Round,IF,D,None,Very Good,62.2,None,1.01,Excellent,Excellent,58.0,"$153,333"
LD01451916,4.0,Round,VS1,F,None,Ideal,61.4,None,1.01,Excellent,Excellent,55.0,"$152,928"
LD02535109,6.18,Round,VVS2,J,None,Ideal,60.5,None,1.01,Excellent,Excellent,59.0,"$152,418"
LD11561396,3.06,Round,FL,D,None,Ideal,61.8,None,1.0,Excellent,Excellent,56.0,"$152,107"
LD09785476,5.08,Round,VS1,G,None,Ideal,61.4,None,1.01,Excellent,Excellent,59.0,"$152,034"
LD06512613,4.77,Round,VS2,E,None,Ideal,60.1,None,1.01,Excellent,Excellent,59.0,"$151,860"
LD12016811,3.49,Round,IF,D,None,Ideal,61.3,None,1.0,Excellent,Excellent,57.0,"$151,553"
LD13946995,6.21,Round,VS1,J,None,Ideal,61.9,None,1.01,Excellent,Excellent,59.0,"$150,897"
LD04350731,3.54,Round,VS1,D,None,Ideal,61.5,None,1.0,Excellent,Excellent,59.0,"$149,822"
LD13108225,5.03,Round,VS2,G,None,Very Good,61.3,None,1.0,Very Good,Very Good,62.0,"$149,808"
LD13060583,5.01,Round,VS1,F,None,Ideal,60.2,Faint,1.01,Excellent,Excellent,59.0,"$147,710"
LD12808624,5.19,Round,VVS2,H,None,Ideal,61.0,None,1.0,Excellent,Excellent,60.0,"$147,583"
LD13636442,6.09,Round,SI1,G,None,Ideal,61.6,None,1.0,Excellent,Excellent,60.0,"$147,573"
LD08212577,4.14,Round,VVS2,F,None,Ideal,60.1,None,1.01,Excellent,Excellent,59.0,"$147,288"
LD11237130,5.4,Round,VS2,G,None,Ideal,62.9,None,1.0,Excellent,Excellent,57.0,"$147,220"
LD13598804,8.54,Round,VS2,K,None,Ideal,62.1,None,1.01,Excellent,Excellent,57.0,"$146,496"
LD13872151,5.5,Round,VS1,G,None,Ideal,62.9,Faint,1.01,Excellent,Excellent,58.0,"$146,027"
LD13465969,5.01,Round,VVS2,H,None,Ideal,61.7,None,1.01,Excellent,Excellent,59.0,"$145,290"
LD11934157,3.47,Round,VVS1,D,None,Ideal,62.5,None,1.0,Excellent,Excellent,56.0,"$144,283"
LD04963887,3.66,Round,IF,E,None,Ideal,60.1,Faint,1.0,Excellent,Excellent,59.0,"$144,151"
LD01844604,3.32,Round,VVS2,D,None,Ideal,62.7,None,1.01,Excellent,Excellent,57.0,"$144,150"
LD13375625,6.01,Round,VS2,H,None,Ideal,61.7,None,1.0,Excellent,Excellent,60.0,"$143,720"
LD13136151,5.15,Round,VVS2,H,None,Ideal,60.6,None,1.01,Excellent,Excellent,56.0,"$143,675"
LD12468370,6.55,Round,VS1,I,None,Ideal,62.1,Faint,1.01,Excellent,Excellent,60.0,"$143,628"
LD13397522,4.16,Round,VS1,E,None,Ideal,62.2,None,1.01,Excellent,Excellent,59.0,"$143,582"
LD13260629,4.09,Round,VVS2,F,None,Ideal,61.8,None,1.0,Excellent,Excellent,60.0,"$143,338"
LD11227116,4.02,Round,VVS2,E,None,Ideal,61.3,None,1.01,Excellent,Excellent,56.0,"$142,687"
LD11964406,3.43,Round,VVS1,D,None,Ideal,62.3,None,1.0,Excellent,Excellent,57.0,"$142,619"
LD02158743,4.43,Round,VVS2,G,None,Ideal,62.7,None,1.01,Excellent,Excellent,58.0,"$142,416"
LD12697399,3.72,Round,VVS1,D,None,Ideal,60.0,None,1.0,Excellent,Excellent,60.0,"$141,788"
LD02152321,7.75,Round,SI2,J,None,Very Good,62.7,None,1.0,Very Good,Excellent,58.0,"$140,780"
LD13000363,7.22,Round,SI1,I,None,Ideal,61.9,None,1.0,Excellent,Excellent,59.0,"$140,636"
LD13964203,4.01,Round,VVS2,D,None,Ideal,62.6,None,1.01,Excellent,Excellent,59.0,"$138,574"
LD02651119,3.89,Round,VS2,E,None,Ideal,59.8,None,1.0,Excellent,Excellent,60.0,"$138,187"
LD13976239,5.01,Round,SI1,E,None,Ideal,63.0,None,1.01,Excellent,Excellent,57.0,"$137,934"
